soc,kw2,time,kw
21.875,42.65615845,272,42.65615845
21.875,42.65615845,273,42.65615845
21.875,42.97304153,274,42.97304153
21.875,42.55052948,275,42.55052948
22.265625,42.65615845,276,42.65615845
22.265625,42.65615845,277,42.65615845
22.265625,42.97304153,278,42.97304153
22.265625,42.55052948,279,42.55052948
22.265625,42.65615845,280,42.65615845
22.265625,42.44490433,281,42.44490433
22.265625,42.97304153,282,42.97304153
22.65625,42.65615845,283,42.65615845
22.65625,42.97304153,284,42.97304153
22.65625,42.55052948,285,42.55052948
22.65625,42.97304153,286,42.97304153
22.65625,42.55052948,287,42.55052948
22.65625,42.55052948,288,42.55052948
23.046875,42.55052948,289,42.55052948
23.046875,42.86741257,290,42.86741257
23.046875,42.55052948,291,42.55052948
23.046875,42.65615845,292,42.65615845
23.046875,42.86741257,293,42.86741257
23.046875,42.65615845,294,42.65615845
23.4375,42.55052948,295,42.55052948
23.4375,42.65615845,296,42.65615845
23.4375,42.97304153,297,42.97304153
23.4375,42.65615845,298,42.65615845
23.4375,42.65615845,299,42.65615845
23.4375,42.65615845,300,42.65615845
23.828125,42.97304153,301,42.97304153
23.828125,42.7617836,302,42.7617836
23.828125,42.65615845,303,42.65615845
23.828125,43.0786705,304,43.0786705
23.828125,42.65615845,305,42.65615845
23.828125,42.65615845,306,42.65615845
24.21875,42.97304153,307,42.97304153
24.21875,42.55052948,308,42.55052948
24.21875,42.97304153,309,42.97304153
24.21875,43.0786705,310,43.0786705
24.21875,42.65615845,311,42.65615845
24.21875,42.65615845,312,42.65615845
24.609375,42.65615845,313,42.65615845
24.609375,42.55052948,314,42.55052948
24.609375,42.97304153,315,42.97304153
24.609375,42.65615845,316,42.65615845
24.609375,42.55052948,317,42.55052948
25,42.55052948,318,42.55052948
25,42.97304153,319,42.97304153
25,42.7617836,320,42.7617836
25,42.55052948,321,42.55052948
25,42.97304153,322,42.97304153
25,42.55052948,323,42.55052948
25.390625,42.55052948,324,42.55052948
25.390625,42.55052948,325,42.55052948
25.390625,42.97304153,326,42.97304153
25.390625,42.65615845,327,42.65615845
25.390625,42.65615845,328,42.65615845
25.390625,42.55052948,329,42.55052948
25.78125,42.97304153,330,42.97304153
25.78125,42.65615845,331,42.65615845
25.78125,42.86741257,332,42.86741257
25.78125,42.97304153,333,42.97304153
25.78125,42.97304153,334,42.97304153
25.78125,42.86741257,335,42.86741257
26.5625,42.65615845,336,42.65615845
26.5625,42.65615845,337,42.65615845
26.5625,42.97304153,338,42.97304153
26.5625,42.65615845,339,42.65615845
26.5625,42.65615845,340,42.65615845
26.5625,42.65615845,341,42.65615845
26.5625,42.86741257,342,42.86741257
26.953125,42.65615845,343,42.65615845
26.953125,42.55052948,344,42.55052948
26.953125,42.86741257,345,42.86741257
26.953125,42.86741257,346,42.86741257
26.953125,42.7617836,347,42.7617836
27.34375,42.55052948,348,42.55052948
27.34375,42.86741257,349,42.86741257
27.34375,42.86741257,350,42.86741257
27.34375,42.7617836,351,42.7617836
27.34375,42.86741257,352,42.86741257
27.34375,42.55052948,353,42.55052948
27.734375,42.86741257,354,42.86741257
27.734375,42.55052948,355,42.55052948
27.734375,42.86741257,356,42.86741257
27.734375,42.55052948,357,42.55052948
27.734375,42.55052948,358,42.55052948
27.734375,42.86741257,359,42.86741257
27.734375,42.65615845,360,42.65615845
28.125,42.55052948,361,42.55052948
28.125,42.44490433,362,42.44490433
28.125,42.55052948,363,42.55052948
28.125,42.55052948,364,42.55052948
28.125,42.55052948,365,42.55052948
28.125,42.86741257,366,42.86741257
28.515625,42.44490433,367,42.44490433
28.515625,42.86741257,368,42.86741257
28.515625,42.86741257,369,42.86741257
28.515625,42.97304153,370,42.97304153
28.515625,42.44490433,371,42.44490433
28.515625,42.97304153,372,42.97304153
28.90625,42.86741257,373,42.86741257
28.90625,42.86741257,374,42.86741257
28.90625,42.44490433,375,42.44490433
28.90625,42.86741257,376,42.86741257
28.90625,42.97304153,377,42.97304153
29.296875,42.86741257,378,42.86741257
29.296875,42.65615845,379,42.65615845
29.296875,42.55052948,380,42.55052948
29.296875,42.97304153,381,42.97304153
29.296875,42.55052948,382,42.55052948
29.296875,42.65615845,383,42.65615845
29.6875,42.97304153,384,42.97304153
29.6875,42.55052948,385,42.55052948
29.6875,42.86741257,386,42.86741257
29.6875,42.44490433,387,42.44490433
29.6875,42.55052948,388,42.55052948
29.6875,42.55052948,389,42.55052948
29.6875,42.55052948,390,42.55052948
30.078125,42.55052948,391,42.55052948
30.078125,42.86741257,392,42.86741257
30.078125,42.65615845,393,42.65615845
30.078125,42.55052948,394,42.55052948
30.078125,42.97304153,395,42.97304153
30.078125,42.97304153,396,42.97304153
30.46875,42.55052948,397,42.55052948
30.46875,42.86741257,398,42.86741257
30.46875,42.55052948,399,42.55052948
30.46875,42.55052948,400,42.55052948
30.46875,42.55052948,401,42.55052948
30.46875,42.65615845,402,42.65615845
30.46875,43.0786705,403,43.0786705
30.46875,42.65615845,404,42.65615845
30.859375,42.55052948,405,42.55052948
30.859375,42.97304153,406,42.97304153
30.859375,42.65615845,407,42.65615845
30.859375,42.65615845,408,42.65615845
30.859375,42.97304153,409,42.97304153
30.859375,42.55052948,410,42.55052948
31.25,42.65615845,411,42.65615845
31.25,42.65615845,412,42.65615845
31.25,42.97304153,413,42.97304153
31.25,42.65615845,414,42.65615845
31.25,42.97304153,415,42.97304153
31.25,42.97304153,416,42.97304153
31.25,42.97304153,417,42.97304153
31.640625,42.55052948,418,42.55052948
31.640625,42.55052948,419,42.55052948
31.640625,42.65615845,420,42.65615845
31.640625,42.55052948,421,42.55052948
31.640625,42.55052948,422,42.55052948
31.640625,42.55052948,423,42.55052948
32.03125,42.97304153,424,42.97304153
32.03125,42.55052948,425,42.55052948
32.03125,42.55052948,426,42.55052948
32.03125,42.7617836,427,42.7617836
32.03125,43.0786705,428,43.0786705
32.03125,42.65615845,429,42.65615845
32.03125,43.0786705,430,43.0786705
32.421875,42.65615845,431,42.65615845
32.421875,42.65615845,432,42.65615845
32.421875,42.65615845,433,42.65615845
32.421875,42.65615845,434,42.65615845
32.421875,42.65615845,435,42.65615845
32.421875,42.97304153,436,42.97304153
32.421875,42.65615845,437,42.65615845
32.8125,42.65615845,438,42.65615845
32.8125,42.97304153,439,42.97304153
32.8125,42.55052948,440,42.55052948
32.8125,42.86741257,441,42.86741257
32.8125,42.97304153,442,42.97304153
32.8125,42.65615845,443,42.65615845
32.8125,42.97304153,444,42.97304153
33.203125,42.55052948,445,42.55052948
33.203125,42.65615845,446,42.65615845
33.203125,42.55052948,447,42.55052948
33.203125,42.55052948,448,42.55052948
33.203125,42.55052948,449,42.55052948
33.203125,42.65615845,450,42.65615845
33.203125,42.97304153,451,42.97304153
33.59375,42.55052948,452,42.55052948
33.59375,42.55052948,453,42.55052948
33.59375,42.97304153,454,42.97304153
33.59375,42.65615845,455,42.65615845
33.59375,42.97304153,456,42.97304153
33.59375,42.65615845,457,42.65615845
33.984375,42.86741257,458,42.86741257
33.984375,42.55052948,459,42.55052948
33.984375,42.7617836,460,42.7617836
33.984375,42.97304153,461,42.97304153
33.984375,42.65615845,462,42.65615845
33.984375,42.55052948,463,42.55052948
33.984375,42.65615845,464,42.65615845
34.375,42.55052948,465,42.55052948
34.375,42.65615845,466,42.65615845
34.375,42.55052948,467,42.55052948
34.375,42.55052948,468,42.55052948
34.375,42.55052948,469,42.55052948
34.375,42.97304153,470,42.97304153
34.375,42.65615845,471,42.65615845
34.765625,42.65615845,472,42.65615845
34.765625,42.65615845,473,42.65615845
34.765625,42.97304153,474,42.97304153
34.765625,42.65615845,475,42.65615845
34.765625,42.55052948,476,42.55052948
34.765625,42.97304153,477,42.97304153
34.765625,42.65615845,478,42.65615845
35.15625,42.97304153,479,42.97304153
35.15625,42.65615845,480,42.65615845
35.15625,42.65615845,481,42.65615845
35.15625,42.97304153,482,42.97304153
35.15625,42.55052948,483,42.55052948
35.15625,42.97304153,484,42.97304153
35.546875,42.65615845,485,42.65615845
35.546875,42.7617836,486,42.7617836
35.546875,43.0786705,487,43.0786705
35.546875,42.65615845,488,42.65615845
35.546875,42.55052948,489,42.55052948
35.546875,42.65615845,490,42.65615845
35.546875,42.55052948,491,42.55052948
35.9375,42.65615845,492,42.65615845
35.9375,42.86741257,493,42.86741257
35.9375,42.65615845,494,42.65615845
35.9375,42.65615845,495,42.65615845
35.9375,42.65615845,496,42.65615845
35.9375,42.97304153,497,42.97304153
35.9375,42.65615845,498,42.65615845
36.328125,42.65615845,499,42.65615845
36.328125,42.65615845,500,42.65615845
36.328125,42.65615845,501,42.65615845
36.328125,42.86741257,502,42.86741257
36.328125,42.44490433,503,42.44490433
36.328125,42.86741257,504,42.86741257
36.328125,42.97304153,505,42.97304153
36.71875,42.97304153,506,42.97304153
36.71875,42.55052948,507,42.55052948
36.71875,42.65615845,508,42.65615845
36.71875,42.55052948,509,42.55052948
36.71875,42.65615845,510,42.65615845
36.71875,42.55052948,511,42.55052948
37.109375,42.97304153,512,42.97304153
37.109375,42.55052948,513,42.55052948
37.109375,42.65615845,514,42.65615845
37.109375,42.65615845,515,42.65615845
37.109375,42.7617836,516,42.7617836
37.109375,42.55052948,517,42.55052948
37.109375,42.55052948,518,42.55052948
37.5,42.97304153,519,42.97304153
37.5,42.55052948,520,42.55052948
37.5,42.55052948,521,42.55052948
37.5,42.55052948,522,42.55052948
37.5,42.65615845,523,42.65615845
37.5,42.65615845,524,42.65615845
37.890625,42.65615845,525,42.65615845
37.890625,42.65615845,526,42.65615845
37.890625,42.65615845,527,42.65615845
37.890625,42.55052948,528,42.55052948
37.890625,42.65615845,529,42.65615845
37.890625,42.65615845,530,42.65615845
37.890625,42.65615845,531,42.65615845
37.890625,42.65615845,532,42.65615845
38.28125,42.55052948,533,42.55052948
38.28125,42.97304153,534,42.97304153
38.28125,42.65615845,535,42.65615845
38.28125,42.65615845,536,42.65615845
38.28125,42.65615845,537,42.65615845
38.28125,42.97304153,538,42.97304153
39.0625,42.55052948,539,42.55052948
39.0625,42.65615845,540,42.65615845
39.0625,42.97304153,541,42.97304153
39.0625,42.65615845,542,42.65615845
39.0625,42.65615845,543,42.65615845
39.0625,42.65615845,544,42.65615845
39.0625,42.65615845,545,42.65615845
39.453125,42.7617836,546,42.7617836
39.453125,42.65615845,547,42.65615845
39.453125,42.65615845,548,42.65615845
39.453125,42.97304153,549,42.97304153
39.453125,42.65615845,550,42.65615845
39.453125,42.65615845,551,42.65615845
39.453125,42.7617836,552,42.7617836
39.84375,42.65615845,553,42.65615845
39.84375,42.65615845,554,42.65615845
39.84375,42.7617836,555,42.7617836
39.84375,42.65615845,556,42.65615845
39.84375,42.65615845,557,42.65615845
39.84375,43.0786705,558,43.0786705
40.234375,42.65615845,559,42.65615845
40.234375,42.7617836,560,42.7617836
40.234375,42.65615845,561,42.65615845
40.234375,42.65615845,562,42.65615845
40.234375,42.7617836,563,42.7617836
40.234375,42.65615845,564,42.65615845
40.234375,42.97304153,565,42.97304153
40.625,42.65615845,566,42.65615845
40.625,42.65615845,567,42.65615845
40.625,42.97304153,568,42.97304153
40.625,42.97304153,569,42.97304153
40.625,42.97304153,570,42.97304153
41.015625,42.65615845,571,42.65615845
41.015625,42.55052948,572,42.55052948
41.015625,42.65615845,573,42.65615845
41.015625,42.65615845,574,42.65615845
41.015625,42.55052948,575,42.55052948
41.40625,42.65615845,576,42.65615845
41.40625,42.65615845,577,42.65615845
41.40625,42.65615845,578,42.65615845
41.40625,42.65615845,579,42.65615845
41.40625,42.55052948,580,42.55052948
41.796875,42.65615845,581,42.65615845
41.796875,42.65615845,582,42.65615845
41.796875,42.55052948,583,42.55052948
41.796875,42.86741257,584,42.86741257
41.796875,42.7617836,585,42.7617836
42.1875,42.65615845,586,42.65615845
42.1875,42.65615845,587,42.65615845
42.1875,42.55052948,588,42.55052948
42.1875,42.65615845,589,42.65615845
42.578125,42.55052948,590,42.55052948
42.578125,42.97304153,591,42.97304153
42.578125,43.0786705,592,43.0786705
42.578125,42.65615845,593,42.65615845
42.578125,42.65615845,594,42.65615845
42.578125,43.0786705,595,43.0786705
42.96875,42.55052948,596,42.55052948
42.96875,42.65615845,597,42.65615845
42.96875,42.55052948,598,42.55052948
42.96875,42.97304153,599,42.97304153
42.96875,42.65615845,600,42.65615845
43.359375,42.65615845,601,42.65615845
43.359375,42.65615845,602,42.65615845
43.359375,42.55052948,603,42.55052948
43.359375,42.65615845,604,42.65615845
43.359375,42.65615845,605,42.65615845
43.75,42.55052948,606,42.55052948
43.75,42.65615845,607,42.65615845
43.75,42.7617836,608,42.7617836
43.75,42.65615845,609,42.65615845
43.75,42.65615845,610,42.65615845
44.140625,42.65615845,611,42.65615845
44.140625,42.55052948,612,42.55052948
44.140625,42.97304153,613,42.97304153
44.140625,42.97304153,614,42.97304153
44.140625,42.55052948,615,42.55052948
44.53125,42.97304153,616,42.97304153
44.53125,42.65615845,617,42.65615845
44.53125,42.55052948,618,42.55052948
44.53125,42.65615845,619,42.65615845
44.921875,42.97304153,620,42.97304153
44.921875,42.65615845,621,42.65615845
44.921875,42.55052948,622,42.55052948
44.921875,42.65615845,623,42.65615845
44.921875,42.65615845,624,42.65615845
44.921875,42.97304153,625,42.97304153
45.3125,42.65615845,626,42.65615845
45.3125,42.55052948,627,42.55052948
45.3125,42.55052948,628,42.55052948
45.3125,42.97304153,629,42.97304153
45.703125,42.65615845,630,42.65615845
45.703125,42.55052948,631,42.55052948
45.703125,42.65615845,632,42.65615845
45.703125,42.97304153,633,42.97304153
45.703125,42.65615845,634,42.65615845
45.703125,42.65615845,635,42.65615845
46.09375,42.97304153,636,42.97304153
46.09375,42.65615845,637,42.65615845
46.09375,42.65615845,638,42.65615845
46.09375,42.7617836,639,42.7617836
46.09375,42.7617836,640,42.7617836
46.484375,42.65615845,641,42.65615845
46.484375,42.7617836,642,42.7617836
46.484375,42.55052948,643,42.55052948
46.484375,42.65615845,644,42.65615845
46.484375,42.55052948,645,42.55052948
46.875,42.65615845,646,42.65615845
46.875,42.65615845,647,42.65615845
46.875,42.65615845,648,42.65615845
46.875,43.0786705,649,43.0786705
46.875,42.65615845,650,42.65615845
47.265625,42.65615845,651,42.65615845
47.265625,42.65615845,652,42.65615845
47.265625,42.65615845,653,42.65615845
47.265625,42.65615845,654,42.65615845
47.65625,42.65615845,655,42.65615845
47.65625,42.65615845,656,42.65615845
47.65625,43.0786705,657,43.0786705
47.65625,42.65615845,658,42.65615845
47.65625,43.0786705,659,43.0786705
47.65625,43.0786705,660,43.0786705
48.046875,42.55052948,661,42.55052948
48.046875,42.65615845,662,42.65615845
48.046875,42.65615845,663,42.65615845
48.046875,42.65615845,664,42.65615845
48.046875,42.55052948,665,42.55052948
48.4375,42.97304153,666,42.97304153
48.4375,42.65615845,667,42.65615845
48.4375,42.65615845,668,42.65615845
48.4375,42.55052948,669,42.55052948
48.4375,42.55052948,670,42.55052948
48.828125,42.65615845,671,42.65615845
48.828125,42.65615845,672,42.65615845
48.828125,42.55052948,673,42.55052948
48.828125,42.65615845,674,42.65615845
48.828125,42.65615845,675,42.65615845
49.21875,42.97304153,676,42.97304153
49.21875,42.65615845,677,42.65615845
49.21875,42.97304153,678,42.97304153
49.21875,42.55052948,679,42.55052948
49.21875,42.65615845,680,42.65615845
49.609375,42.86741257,681,42.86741257
49.609375,42.55052948,682,42.55052948
49.609375,42.65615845,683,42.65615845
49.609375,42.97304153,684,42.97304153
49.609375,42.65615845,685,42.65615845
50,42.65615845,686,42.65615845
50,42.7617836,687,42.7617836
50,42.65615845,688,42.65615845
50,42.65615845,689,42.65615845
50,43.0786705,690,43.0786705
50,42.7617836,691,42.7617836
50.390625,42.55052948,692,42.55052948
50.390625,42.65615845,693,42.65615845
50.390625,42.55052948,694,42.55052948
50.390625,42.55052948,695,42.55052948
50.390625,42.65615845,696,42.65615845
50.390625,42.7617836,697,42.7617836
51.171875,42.55052948,698,42.55052948
51.171875,42.86741257,699,42.86741257
51.171875,42.65615845,700,42.65615845
51.171875,42.65615845,701,42.65615845
51.171875,42.65615845,702,42.65615845
51.171875,42.55052948,703,42.55052948
51.5625,42.65615845,704,42.65615845
51.5625,42.65615845,705,42.65615845
51.5625,42.65615845,706,42.65615845
51.5625,42.65615845,707,42.65615845
51.5625,42.65615845,708,42.65615845
51.5625,42.97304153,709,42.97304153
51.5625,42.55052948,710,42.55052948
51.953125,42.55052948,711,42.55052948
51.953125,42.65615845,712,42.65615845
51.953125,42.65615845,713,42.65615845
51.953125,42.65615845,714,42.65615845
51.953125,42.65615845,715,42.65615845
52.34375,42.65615845,716,42.65615845
52.34375,42.55052948,717,42.55052948
52.34375,42.65615845,718,42.65615845
52.34375,42.55052948,719,42.55052948
52.34375,42.55052948,720,42.55052948
52.34375,42.65615845,721,42.65615845
52.734375,43.0786705,722,43.0786705
52.734375,42.7617836,723,42.7617836
52.734375,42.65615845,724,42.65615845
52.734375,43.0786705,725,43.0786705
52.734375,42.65615845,726,42.65615845
52.734375,42.65615845,727,42.65615845
53.125,42.65615845,728,42.65615845
53.125,42.55052948,729,42.55052948
53.125,42.65615845,730,42.65615845
53.125,42.65615845,731,42.65615845
53.125,42.55052948,732,42.55052948
53.125,42.65615845,733,42.65615845
53.125,42.97304153,734,42.97304153
53.515625,42.65615845,735,42.65615845
53.515625,42.65615845,736,42.65615845
53.515625,42.65615845,737,42.65615845
53.515625,42.55052948,738,42.55052948
53.515625,42.55052948,739,42.55052948
53.515625,42.65615845,740,42.65615845
